iter	Passed	Remaining
1660	48764	9952
1661	48786	9921
1662	48809	9891
1663	48833	9860
1664	48856	9829
1665	48880	9799
1666	48902	9768
1667	48924	9737
1668	48948	9707
1669	48971	9677
1670	48994	9646
1671	49016	9615
1672	49038	9584
1673	49074	9556
1674	49117	9530
1675	49150	9501
1676	49176	9471
1677	49199	9441
1678	49223	9410
1679	49245	9380
1680	49269	9349
1681	49294	9319
1682	49316	9288
1683	49341	9258
1684	49363	9228
1685	49386	9197
1686	49409	9167
1687	49431	9136
1688	49459	9107
1689	49481	9076
1690	49505	9046
1691	49530	9016
1692	49569	8988
1693	49611	8961
1694	49633	8931
1695	49673	8903
1696	49718	8877
1697	49760	8850
1698	49801	8823
1699	49838	8794
1700	49875	8766
1701	49916	8739
1702	49956	8712
1703	50000	8685
1704	50036	8657
1705	50075	8629
1706	50105	8600
1707	50137	8571
1708	50185	8545
1709	50215	8516
1710	50256	8488
1711	50294	8460
1712	50332	8432
1713	50356	8402
1714	50385	8373
1715	50407	8342
1716	50430	8312
1717	50459	8282
1718	50481	8252
1719	50505	8221
1720	50531	8191
1721	50572	8164
1722	50613	8136
1723	50644	8107
1724	50667	8077
1725	50690	8047
1726	50716	8017
1727	50739	7986
1728	50761	7956
1729	50783	7925
1730	50805	7895
1731	50828	7864
1732	50853	7834
1733	50877	7804
1734	50898	7774
1735	50938	7746
1736	50960	7715
1737	50982	7685
1738	51010	7655
1739	51032	7625
1740	51054	7595
1741	51077	7564
1742	51102	7534
1743	51125	7504
1744	51148	7474
1745	51170	7444
1746	51192	7413
1747	51214	7383
1748	51237	7353
1749	51258	7322
1750	51282	7292
1751	51305	7262
1752	51326	7232
1753	51369	7204
1754	51409	7176
1755	51451	7149
1756	51492	7121
1757	51535	7094
1758	51576	7066
1759	51620	7039
1760	51665	7011
1761	51707	6984
1762	51747	6956
1763	51787	6928
1764	51809	6898
1765	51850	6870
1766	51893	6842
1767	51934	6814
1768	51977	6787
1769	52018	6759
1770	52043	6729
1771	52065	6699
1772	52092	6669
1773	52115	6639
1774	52137	6609
1775	52162	6579
1776	52185	6548
1777	52207	6518
1778	52230	6488
1779	52252	6458
1780	52275	6427
1781	52298	6397
1782	52321	6367
1783	52345	6337
1784	52368	6307
1785	52390	6277
1786	52412	6247
1787	52441	6217
1788	52465	6187
1789	52487	6157
1790	52512	6127
1791	52536	6097
1792	52558	6067
1793	52582	6037
1794	52607	6008
1795	52639	5979
1796	52662	5949
1797	52684	5918
1798	52707	5888
1799	52729	5858
1800	52751	5828
1801	52774	5798
1802	52797	5768
1803	52821	5738
1804	52845	5709
1805	52869	5679
1806	52892	5649
1807	52915	5619
1808	52937	5589
1809	52960	5559
1810	52982	5529
1811	53006	5499
1812	53049	5471
1813	53091	5443
1814	53133	5415
1815	53177	5388
1816	53218	5359
1817	53259	5331
1818	53299	5303
1819	53338	5275
1820	53381	5247
1821	53423	5219
1822	53563	5200
1823	53605	5172
1824	53644	5143
1825	53686	5115
1826	53722	5087
1827	53744	5056
1828	53768	5026
1829	53790	4996
1830	53813	4966
1831	53836	4936
1832	53860	4907
1833	53882	4877
1834	53904	4846
1835	53929	4817
1836	53952	4787
1837	53974	4757
1838	53997	4727
1839	54019	4697
1840	54042	4667
1841	54065	4637
1842	54086	4607
1843	54109	4577
1844	54131	4547
1845	54153	4517
1846	54175	4487
1847	54197	4457
1848	54220	4427
1849	54243	4398
1850	54266	4368
1851	54288	4338
1852	54310	4308
1853	54332	4278
1854	54355	4248
1855	54381	4219
1856	54405	4189
1857	54426	4159
1858	54466	4131
1859	54503	4102
1860	54545	4074
1861	54567	4044
1862	54589	4014
1863	54612	3984
1864	54634	3954
1865	54656	3924
1866	54681	3895
1867	54703	3865
1868	54747	3837
1869	54787	3808
1870	54830	3780
1871	54871	3751
1872	54913	3723
1873	54953	3694
1874	54993	3666
1875	55017	3636
1876	55039	3606
1877	55077	3577
1878	55125	3549
1879	55164	3521
1880	55206	3492
1881	55248	3464
1882	55283	3435
1883	55322	3406
1884	55362	3377
1885	55401	3348
1886	55423	3318
1887	55447	3289
1888	55471	3259
1889	55513	3230
1890	55541	3201
1891	55564	3171
1892	55586	3141
1893	55609	3112
1894	55634	3082
1895	55656	3052
1896	55679	3023
1897	55702	2993
1898	55724	2963
1899	55747	2934
1900	55770	2904
1901	55794	2874
1902	55816	2845
1903	55838	2815
1904	55860	2785
1905	55885	2756
1906	55907	2726
1907	55931	2696
1908	55954	2667
1909	55976	2637
1910	55998	2608
1911	56022	2578
1912	56044	2548
1913	56066	2519
1914	56090	2489
1915	56112	2460
1916	56137	2430
1917	56169	2401
1918	56193	2371
1919	56215	2342
1920	56238	2312
1921	56261	2283
1922	56302	2254
1923	56340	2225
1924	56362	2195
1925	56404	2167
1926	56448	2138
1927	56493	2109
1928	56540	2081
1929	56582	2052
1930	56630	2023
1931	56671	1994
1932	56714	1965
1933	56754	1936
1934	56794	1907
1935	56836	1878
1936	56863	1849
1937	56910	1820
1938	56955	1791
1939	56996	1762
1940	57034	1733
1941	57074	1704
1942	57101	1675
1943	57124	1645
1944	57147	1616
1945	57169	1586
1946	57192	1556
1947	57215	1527
1948	57237	1497
1949	57259	1468
1950	57282	1438
1951	57305	1409
1952	57329	1379
1953	57352	1350
1954	57374	1320
1955	57400	1291
1956	57422	1261
1957	57444	1232
1958	57470	1202
1959	57492	1173
1960	57524	1144
1961	57549	1114
1962	57593	1085
1963	57622	1056
1964	57647	1026
1965	57675	997
1966	57698	968
1967	57720	938
1968	57743	909
1969	57765	879
1970	57789	850
1971	57811	820
1972	57834	791
1973	57856	762
1974	57879	732
1975	57905	703
1976	57927	673
1977	57949	644
1978	57973	615
1979	57995	585
1980	58027	556
1981	58048	527
1982	58071	497
1983	58110	468
1984	58151	439
1985	58193	410
1986	58234	380
1987	58275	351
1988	58317	322
1989	58354	293
1990	58392	263
1991	58433	234
1992	58478	205
1993	58524	176
1994	58557	146
1995	58595	117
1996	58640	88
1997	58685	58
1998	58726	29
1999	58767	0
